0.031453,0.011550
0.128413,0.036019
0.221838,0.056607
0.313119,0.075974
0.391494,0.086597
0.466438,0.100213
0.452698,0.097575
0.547057,0.112576
0.539072,0.110432
0.541115,0.110768
0.607153,0.115128
0.704579,0.127737
0.792011,0.145946
0.780756,0.142725
0.763874,0.138666
0.752988,0.136585
0.669859,0.129394
0.601252,0.129047
0.643818,0.129942
0.609900,0.130595
0.709132,0.118230
0.809114,0.116303
0.905051,0.120577
0.982627,0.126591
1.074644,0.138469
1.077407,0.139049
1.166069,0.157081
1.255065,0.182291
1.255326,0.182336
1.243425,0.180809
1.338724,0.201403
1.438140,0.212194
1.503478,0.213860
1.597205,0.222365
1.690695,0.236979
1.769756,0.249097
1.866610,0.271910
1.964304,0.291075
2.052472,0.314498
2.119276,0.336105
2.184787,0.363954
2.260101,0.401659
2.283889,0.416572
2.275813,0.411380
2.353054,0.471895
2.430129,0.524173
2.500954,0.583909
2.583715,0.640040
2.614068,0.656655
2.692144,0.695565
2.776493,0.749279
2.847463,0.788929
2.937045,0.829819
3.012419,0.860160
2.984121,0.849244
2.997053,0.855298
2.910583,0.811591
2.892646,0.800234
2.982264,0.844604
3.000142,0.854647
3.045333,0.884638
3.128496,0.933312
3.165397,0.957078
3.107677,0.915189
3.136949,0.935680
3.197692,0.985866
3.154416,0.942346
3.227035,1.010821
3.211308,0.997920
3.205189,0.993791
3.185979,0.978423
3.121353,0.936582
3.201468,0.980769
3.281281,1.017055
3.279906,1.016453
3.252141,1.005322
3.180076,0.970739
3.106026,0.937117
3.044096,0.907620
3.089124,0.931396
3.129610,0.950451
3.103861,0.936248
3.125991,0.948106
3.105984,0.936491
3.179996,0.976455
3.230665,1.003718
3.208986,0.994543
3.179309,0.982288
3.257892,1.006160
3.243315,1.001037
3.316324,1.033235
3.353612,1.050029
3.267001,1.021304
3.332895,1.049135
3.327708,1.047280
3.338956,1.051761
3.417536,1.076524
3.502357,1.101099
3.543204,1.109396
3.526900,1.106498
3.589570,1.123302
3.654913,1.145975
3.668985,1.150611
3.726932,1.175715
3.818604,1.210448
3.794381,1.203815
